model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
236,1,100,4.687204,-4.581774,-3.728403,-14.558994,5.482072,5.900867
237,1,100,3.216491,6.21336,3.118007,7.913661,-6.060846,0.025156
238,1,100,2.09252,5.729025,3.161968,7.107596,-6.847719,1.229654
239,1,100,2.687923,7.810783,1.012326,7.13914,-4.577323,3.401814
240,1,100,4.688272,-7.584344,-10.35671,-10.267505,4.270399,7.122868
241,1,100,4.860633,-2.794435,-5.767848,-16.546291,6.333456,6.542863
242,1,100,-1.426455,4.83263,2.263895,11.049484,-5.957654,1.510947
243,1,100,4.395254,0.456811,-1.940291,-5.571091,7.494849,0.324874
244,2,63,-2.838165,6.625011,2.16092,5.852836,-5.303688,3.375585
244,2,37,1.503902,0.052175,-8.288237,-20.004879,3.593809,7.026945
245,1,100,4.154716,-2.300489,-7.368044,-16.089208,7.104785,8.91639
246,2,47,2.51384,1.294723,-4.055079,-13.810143,3.11918,7.271752
246,2,53,-0.16887,7.654719,0.591341,7.776272,-4.767806,3.34614
247,2,51,3.16716,0.224409,-2.625563,-13.055883,5.29685,4.717717
247,2,49,0.951503,6.731375,1.087615,9.038082,-10.43159,-0.916239
248,1,100,0.571863,7.626942,-2.727307,4.942114,-5.528376,5.72346
249,1,100,7.103923,-5.942536,-5.338189,-17.02033,7.744397,5.512747
250,1,100,4.251483,-5.023853,-3.015049,-19.844711,2.345671,5.691147
251,2,70,3.00209,7.322456,0.635948,5.820397,-6.041263,-0.698256
251,2,30,3.00209,7.322456,0.635948,-2.500834,0.33219,-0.698256
252,2,51,3.293799,-1.541165,-6.263213,-18.472387,8.182679,5.817698
252,2,49,1.795905,6.057999,1.132502,8.278655,-1.738214,-0.267165
253,1,100,4.726751,-0.355281,-5.072032,-16.122243,1.130405,6.671679
254,1,100,3.267544,-5.138517,-4.331086,-17.697888,5.255073,6.486047
255,1,100,3.148611,3.022988,5.940856,9.017347,-2.279353,-0.883367
256,1,100,1.882901,6.192138,2.596608,9.58641,-7.161789,2.822744
257,1,100,3.689306,-2.466444,-10.301895,-18.636316,3.748842,5.763838
258,2,91,-0.881338,5.996359,0.486877,10.456793,-2.345522,3.323777
258,2,9,3.536191,-1.480885,-6.770193,-13.985661,6.213536,6.422703
259,2,45,4.342246,-0.022538,-10.396856,-23.07924,8.327623,7.558375
259,2,55,0.253092,8.91413,1.041713,9.141881,-5.544244,5.139517
260,2,39,1.772623,-0.108936,-4.228512,-8.397125,2.055984,6.144245
260,2,61,-0.005229,6.018234,2.422932,9.523405,-5.54867,0.392482
261,1,100,2.983749,-1.715343,-5.665134,-19.689077,7.203729,7.757977
262,1,100,4.182349,-6.921259,-2.267379,-16.313206,4.285082,5.544701
263,1,100,4.829255,-3.177055,-5.935313,-9.099633,5.399453,1.003763
264,1,100,3.721732,6.340988,0.426455,5.618812,3.644249,2.413994
265,2,37,4.288757,-0.355639,-1.403702,-13.162127,4.539956,-1.400361
265,2,63,1.619762,5.555806,6.900072,12.034763,-1.87791,-1.585133
266,2,48,1.394231,8.184322,0.514012,9.034732,-8.235751,-1.038915
266,2,52,4.386309,-1.891435,-6.829503,-10.496587,6.413919,5.531396
267,1,100,3.012189,-0.363092,-3.655996,-12.202999,3.692527,4.449943
268,1,100,1.111593,5.560743,2.865462,10.100199,-6.517127,1.23858
269,1,100,2.327542,2.91013,-0.088197,7.141526,-5.971833,2.444266
270,1,100,4.263171,-6.523826,-3.516227,-17.817252,7.57813,4.33532
271,1,100,1.489434,7.610004,3.340116,10.503281,-7.853531,-0.302097
272,1,100,4.000895,2.044273,-2.312686,-18.357327,5.150668,5.576195
273,1,100,-1.599843,7.263669,1.05423,9.660619,-6.332555,2.058702
274,1,100,5.063103,-5.762872,-12.372402,-14.007857,8.452292,5.069161
275,2,19,0.819447,7.033296,1.892619,6.853328,-1.308312,2.927412
275,2,81,0.819447,7.033296,1.892619,-4.806284,3.769846,2.927412
276,1,100,0.900863,6.009392,0.24444,8.112777,-2.268857,2.660329
277,1,100,4.113938,-5.61749,-6.154933,-19.69473,8.343451,6.182114
278,4,65,4.7075,1.803335,0.996473,4.574159,-4.89307,0.233501
278,4,2,4.707558,-0.75074,-2.269538,1.480936,-0.556582,4.041315
278,4,26,0.757625,6.212068,3.620245,8.750206,-11.540426,-1.534151
278,4,7,4.707558,-0.75074,-2.269538,-8.64393,5.904889,4.041315
279,2,61,1.412344,8.375722,1.376818,9.126368,-10.158148,1.546622
279,2,39,4.508402,-3.117361,-8.245353,-21.44435,5.82083,6.866385
280,2,70,0.397067,-0.113753,-2.346738,-6.212518,-4.875667,5.922495
280,2,30,-0.186293,5.636095,0.784399,9.242232,-9.952883,0.312848
281,1,100,4.044377,-4.924021,-5.037732,-13.153054,7.161761,4.759489
282,1,100,3.964388,-3.481292,-2.359887,-18.757831,7.489205,7.041317
283,2,51,1.952349,7.335278,0.609683,9.766139,-3.840197,-1.132657
283,2,49,3.747044,-0.982657,-7.057142,-18.162083,6.173643,4.221023
284,2,75,2.018304,5.392037,1.782085,-7.492987,2.908518,0.468031
284,2,25,2.018304,5.392037,1.782085,2.743182,-2.535919,0.468031
285,1,100,0.011548,7.138161,3.416644,10.379277,-9.169111,-0.843143
286,1,100,0.465273,7.705267,4.509731,10.250611,-10.32358,-3.625534
287,1,100,3.492157,-1.75457,-3.979898,-15.265185,2.633094,7.158769
288,1,100,4.134065,-6.1135,-6.645308,-22.195759,4.518796,4.054799
289,2,79,2.866715,6.150349,0.852177,6.596905,-6.268038,1.542939
289,2,21,4.089638,-0.924084,-7.012204,-20.150927,5.253199,6.987282
290,1,100,-2.85177,7.084816,0.442373,6.03957,-6.446999,-0.15702
291,3,13,1.777949,6.082421,0.123856,7.092943,0.376241,3.842378
291,3,78,3.640033,0.242847,-5.37635,-17.562796,6.468107,7.382965
291,3,9,1.777949,6.082421,0.123856,-3.103261,4.034841,3.842378
292,1,100,0.7484,8.139389,1.016806,8.652223,-6.02614,3.070038
293,1,100,2.371546,6.737273,-0.104766,6.775793,-4.755006,6.547775
294,1,100,-0.255542,5.244717,2.563439,6.105391,-8.496089,0.911773
295,1,100,-0.345953,8.046648,3.306496,11.167347,-7.401647,-2.795257
296,2,28,4.106808,-0.65889,-6.194177,-22.060758,5.74885,5.981518
296,2,72,3.669453,5.208791,-0.796878,-17.308458,2.542153,5.31939
297,1,100,4.950372,-5.150704,-9.492723,-18.466934,7.138319,6.501944
298,1,100,3.903383,-5.927366,-7.292727,-19.499324,6.329966,7.062038
299,1,100,1.275225,8.201995,3.387372,6.190489,-9.117389,1.144139
300,2,64,1.557906,6.451198,2.191942,-3.111163,2.785087,2.498692
300,2,36,1.557906,6.451198,2.191942,5.772814,-0.907592,2.498692
301,1,100,4.419166,-5.271947,-2.161425,-13.593346,2.475587,4.176446
302,2,69,4.022067,2.948785,1.491776,6.080669,-7.070903,3.051602
302,2,31,4.17441,-2.576973,-7.283373,-16.817787,3.917193,6.645801
303,2,74,-0.033003,6.55806,4.727492,11.125335,-9.089037,-2.749503
303,2,26,3.75422,0.801975,-3.189157,-11.447513,4.058236,3.589549
304,2,92,5.030696,-6.212336,-2.464784,-17.743054,5.762833,6.238756
304,2,8,0.185398,6.362744,0.599017,9.023263,-7.399864,4.645728
305,1,100,2.676756,-3.633167,-1.807711,-13.481377,5.460062,6.318912
306,2,69,-1.561804,8.162535,2.792254,10.578355,-10.32864,1.953268
306,2,31,3.630497,-0.798335,-5.782902,-12.659416,3.299097,7.197137
307,2,80,2.837933,1.847242,-1.183079,1.027953,-2.478424,5.359946
307,2,20,2.837933,1.847242,-1.183079,-4.774696,2.200371,5.359946
308,1,100,4.084158,-3.443658,-1.161973,-16.137071,8.179716,1.221184
309,3,77,-2.545035,5.757757,4.193184,9.257697,-3.576729,0.501301
309,3,17,1.435011,-0.079819,-0.221162,-1.245531,6.394489,4.822571
309,3,6,1.435011,-0.079819,-0.221162,-6.885333,7.062115,4.822571
310,1,100,4.095387,-4.729626,-9.852002,-23.479081,5.68727,7.393423
311,2,46,-0.015382,5.352104,2.186779,11.357839,-6.043512,0.892278
311,2,54,2.862439,-2.744863,-3.75911,-17.438291,5.534164,6.952211
312,1,100,-1.882673,7.704863,2.987216,8.603511,-12.416985,1.997857
313,2,56,1.74217,-2.602102,-1.564015,4.034661,0.741876,4.367119
313,2,44,1.74217,-2.602102,-1.564015,-3.866969,6.097817,4.367119
314,1,100,1.750823,7.582085,4.191768,7.596928,-2.703428,4.933101
315,1,100,2.91174,5.698983,1.02878,7.372348,-6.333228,2.243524
316,1,100,-0.034026,7.390602,1.711776,8.915009,-7.417442,2.805042
317,2,38,1.771864,-1.595603,-3.235996,-9.112225,3.858407,6.862337
317,2,62,-0.116754,5.858623,0.248722,11.535745,-4.771812,5.431883
318,1,100,5.727749,-5.216019,-8.107957,-23.79082,6.346442,6.665585
319,2,84,3.946,-2.584179,-8.520992,-19.638,6.58055,7.512994
319,2,16,1.445973,5.530999,0.178783,8.369543,-2.602989,1.888549
320,2,30,2.61291,6.607611,-0.088339,9.293713,-6.195323,0.842284
320,2,70,4.818757,-4.268131,-10.461836,-20.34956,8.496079,6.258673
321,1,100,1.516103,8.279457,1.003093,9.558269,-7.731371,-0.868421
322,2,91,-0.055542,6.780043,-1.026929,5.095479,-2.766875,4.312346
322,2,9,3.069567,1.648231,-2.157215,-2.808768,5.043733,4.381234
323,1,100,0.961519,6.650369,3.506228,9.040109,-9.445867,-2.276807
324,1,100,4.143901,-4.030861,-2.821792,-25.846622,4.749984,6.979238
325,1,100,-0.913001,5.800739,2.721559,10.169088,-5.61391,1.039603
326,1,100,3.927209,-4.854582,-5.176809,-11.284032,6.610411,5.118502
327,2,22,-0.891765,7.091954,2.918462,10.536835,-9.302163,0.613917
327,2,78,3.400614,1.92114,0.93228,7.296817,-3.319058,0.633796
328,1,100,4.595702,-4.005464,-2.426754,-15.848665,4.261163,3.942734
329,1,100,3.385334,-2.161326,-3.225128,-14.659763,6.587807,7.17673
330,1,100,4.157195,-5.065796,-6.189149,-17.091224,6.221179,7.174512
331,3,47,3.170425,4.618075,-0.432228,5.265223,-3.716996,-0.569837
331,3,14,3.81431,2.136692,-5.29137,-16.888371,5.810963,5.44222
331,3,39,1.220268,6.762351,3.738811,9.906566,-9.438538,-0.569863
332,1,100,4.378445,-3.439073,-5.609525,-17.226267,9.621161,4.837505
333,3,35,3.284295,2.777528,0.300629,-3.045205,3.166537,4.45152
333,3,23,1.266223,6.084754,1.341448,10.268213,-8.581563,2.087564
333,3,42,3.284295,2.777529,0.300629,7.147962,-3.114769,4.45152
334,2,48,2.919039,4.026679,-2.512288,1.937147,0.306662,5.37289
334,2,52,2.91904,4.026679,-2.512288,-7.579087,4.084615,5.37289
335,1,100,2.244501,-1.089366,-8.409143,-20.79135,3.713662,7.369627
336,1,100,5.458651,-2.314185,-7.921768,-20.704295,4.425569,6.472584
337,1,100,3.864059,0.275274,0.462558,-6.88686,3.415474,-3.373031
338,3,23,0.989151,-1.806153,-2.11611,7.601629,-1.820359,2.353438
338,3,67,0.989639,-2.608298,-5.797504,-8.96932,3.162147,6.788465
338,3,10,0.8631,1.972859,-0.329961,9.538862,-4.540067,0.3599
339,3,21,0.641575,8.293954,1.08756,3.688792,1.942375,1.196198
339,3,55,4.317367,0.646495,-8.170333,-17.978908,8.565133,6.076387
339,3,24,0.641575,8.293954,1.08756,-2.091581,4.846401,1.196198
340,1,100,2.878158,6.100714,1.175081,10.198419,-2.863188,1.007364
341,1,100,-2.668288,7.952479,1.151752,10.182545,-6.390022,1.108804
342,2,92,4.85371,-6.261765,-11.065794,-16.376505,6.85962,7.367309
342,2,8,2.85398,5.753767,0.583496,10.552595,-1.89137,4.959546
343,1,100,-0.71738,5.798741,1.702956,9.025873,-11.147353,-0.382451
344,1,100,-0.422416,3.378505,2.287674,10.497404,-3.371123,2.037889
345,2,35,0.691233,6.544163,-1.155518,4.827685,-2.591916,6.586639
345,2,65,0.691233,6.544163,-1.155518,-8.068629,3.143998,6.586639
346,2,56,1.08809,-0.667532,-1.160951,-10.042713,3.792096,7.114778
346,2,44,-4.891077,6.442185,2.369637,8.559971,-8.435836,5.558439
347,1,100,1.14954,-0.064349,-1.214295,-15.203138,4.200707,7.067312
348,2,30,1.081047,7.680449,2.131664,7.034604,-8.795768,2.211369
348,2,70,3.841272,-2.066435,-11.555263,-19.308308,4.327201,6.083288
349,1,100,-1.462395,7.333936,1.10861,6.919542,-11.537353,4.161794
350,1,100,-0.302427,7.449819,6.879079,7.679319,-8.683509,-0.706335
351,2,69,5.300135,-3.670462,-10.051951,-22.118051,6.393857,7.786844
351,2,31,2.117834,6.4278,3.157352,3.824306,-2.204072,2.365926
352,1,100,-1.262694,6.030207,2.63007,9.466383,-10.199745,1.397704
353,1,100,3.830399,-1.007332,-5.029233,-15.489612,6.01936,6.594886
354,1,100,2.668406,-3.590208,-8.605272,-13.343405,1.320029,7.397656
355,1,100,3.691651,-2.8033,-6.805271,-9.617328,4.310417,7.617243
356,3,58,2.975422,-3.467752,-2.317407,-13.993834,6.185559,1.266233
356,3,28,2.973328,0.502359,-0.15025,-6.684884,5.222431,-0.659575
356,3,14,2.973328,0.502359,-0.15025,1.444641,1.632752,-0.659575
357,2,39,-0.167711,3.311228,0.377027,6.389618,-13.592726,2.349644
357,2,61,0.346599,-0.130191,-2.673558,3.395513,-7.527167,3.618009
358,3,30,4.355702,3.456589,0.285674,-9.031894,4.660407,5.43504
358,3,28,3.077054,6.012812,0.677626,-4.347889,3.942779,4.918583
358,3,42,3.077054,6.012812,0.677626,7.492635,-1.253856,4.918583
359,1,100,4.345114,-6.720398,-7.298,-20.343332,7.598459,9.216055
360,1,100,0.439734,5.766308,1.734677,9.709697,-6.120348,1.73522
361,3,24,4.031503,-5.882985,-2.66029,-19.711556,5.773003,7.317313
361,3,55,4.031443,0.525735,-0.037857,-13.751289,3.175714,4.204368
361,3,21,0.759326,6.589614,2.281728,7.457034,-6.292956,1.035685
362,2,70,4.437903,-1.460611,-6.369796,-21.526879,7.251387,6.35845
362,2,30,-0.344848,6.388285,1.805528,10.246844,-3.783729,2.000786
363,1,100,4.536754,-3.905658,-10.152177,-22.003173,6.768455,7.137042
364,1,100,4.188474,-1.009903,-9.341989,-21.233311,5.729781,8.676004
365,1,100,3.995853,-0.523975,-3.837391,-11.805148,5.893948,4.746917
366,1,100,2.05991,1.686696,0.549785,7.816533,-2.423228,3.070906
367,2,70,1.67829,4.799487,2.514056,4.859864,-4.65578,0.493432
367,2,30,6.784651,-5.155768,-7.260528,-14.411946,6.97929,5.605387
368,1,100,6.046104,-3.31675,-3.135753,-15.046052,7.308026,6.323555
369,2,77,2.466145,-3.30128,-8.874465,-20.008043,5.447372,6.540121
369,2,23,-0.502891,3.875232,0.075018,8.68675,-6.0347,1.643834
370,2,63,1.936548,5.994404,0.373756,-5.761449,4.003737,1.495621
370,2,37,4.02456,-1.028965,-5.288502,-17.335607,7.202024,6.507221
371,2,80,0.850207,6.249038,4.883647,11.005343,-7.638362,0.141995
371,2,20,3.573384,0.035172,-5.98261,-13.448765,6.165738,5.979628
372,2,38,0.030434,2.605205,-3.653551,-5.985818,6.004315,7.075251
372,2,62,-1.337289,9.051553,1.537049,10.775811,-2.842577,2.682666
373,1,100,4.646634,-2.06556,-3.610677,-18.5616,8.333433,4.141104
374,1,100,2.390796,1.395035,-11.708303,-16.050317,4.525824,6.557697
375,3,50,1.620835,5.368007,0.615078,11.249999,-10.464918,2.23343
375,3,28,3.754277,0.349959,-3.382467,-3.355926,6.592949,3.286292
375,3,22,3.754277,0.349959,-3.382467,-9.352923,6.670082,3.286292
376,1,100,4.044698,-5.912987,-6.423627,-16.009164,3.679408,6.623974
377,1,100,-0.491707,6.647341,1.003689,4.769206,-7.916286,-2.276493
378,1,100,0.158632,5.069901,1.139962,7.364259,0.573554,3.345739
379,1,100,2.47915,-0.077807,-1.285991,-13.96876,5.5849,0.663439
380,1,100,5.159621,-4.119615,-7.407805,-19.916488,7.072226,5.185499
381,1,100,3.060878,-7.99546,-3.572718,-14.979061,7.922215,7.89665
382,1,100,-1.915582,7.098533,1.823679,6.897255,-8.860701,2.251826
383,1,100,3.965088,0.221715,-7.434623,-13.501361,8.96958,6.672178
384,2,58,4.122858,-0.498297,-1.62985,-8.311883,2.381604,5.150078
384,2,42,-0.016848,6.574689,2.168628,9.456978,-9.44352,1.86709
385,2,85,3.269169,-1.059692,-8.116058,-14.898304,7.790764,7.773173
385,2,15,1.903189,5.180318,0.455241,8.824013,0.816339,5.430845
386,1,100,4.694888,-3.159756,-10.23853,-22.112308,5.640602,6.995259
387,2,95,-0.464876,7.507402,1.369643,10.322689,-5.007554,1.943269
387,2,5,3.607123,-0.412147,-5.022175,-17.379964,8.105892,7.312281
388,1,100,4.427731,-6.637026,-8.639986,-18.465741,3.936443,5.201703
389,5,67,0.026306,6.84828,0.829535,11.679216,-12.021498,2.397554
389,5,20,0.028736,6.647515,-0.182553,10.738407,-8.465938,5.787486
389,5,9,4.959836,0.556747,-1.018538,2.240756,-1.295952,6.047166
389,5,3,4.959836,0.556747,-1.018538,-6.259957,4.083281,6.047166
389,5,1,5.007126,-3.20399,-6.469905,-9.195821,4.143309,6.056294
390,1,100,5.420624,-4.370428,-5.399013,-17.54623,5.685894,5.457499
391,1,100,4.439135,-4.317042,-3.095505,-12.569407,5.938348,7.809783
392,1,100,4.546986,-4.721948,-5.187005,-20.243384,4.362514,5.879922
393,1,100,3.816867,-1.501462,-4.019014,-18.995101,7.352836,5.417169
394,2,67,-1.553821,4.786522,-0.046892,2.560665,-6.006758,3.601153
394,2,33,-1.553821,4.786524,0.419069,4.538222,-8.820716,2.719564
395,1,100,0.034377,7.901802,0.430041,4.019398,-7.128668,7.096381
396,1,100,4.384447,1.327669,2.017656,-10.908265,3.644419,1.456487
397,2,45,0.208355,6.368961,-0.627965,5.233455,-5.808631,6.542271
397,2,55,3.368772,-6.29634,-7.022796,-16.601959,4.237685,7.198261
398,2,46,4.413455,-1.69868,-12.397254,-16.85373,8.168674,6.779318
398,2,54,0.047895,7.726116,-2.800404,3.620241,-1.530837,6.493646
399,1,100,1.487592,8.538059,1.947575,7.379352,-7.047442,0.20057
400,1,100,-1.007321,6.33805,-0.161933,9.71783,-7.91817,5.976578
401,1,100,5.192556,-2.006975,-10.446947,-25.234174,7.688127,8.087412
402,2,37,4.277372,-0.602031,-4.885057,-15.753395,3.435144,5.781545
402,2,63,0.613494,6.711548,0.433798,8.517148,-8.080287,4.563296
403,1,100,-0.574925,5.815599,1.130855,11.396731,-7.232075,0.905707
404,1,100,3.306895,1.408044,-0.597675,-7.889051,2.006276,3.125076
405,1,100,5.883772,-0.141304,-7.243368,-10.969056,9.664353,6.23866
406,1,100,1.246789,5.838165,2.508952,7.838023,-4.447907,-0.595735
407,1,100,2.326907,1.534399,-5.631457,-19.837718,6.041277,7.622259
408,1,100,-0.590711,7.412567,2.609927,8.797183,-8.008199,2.744869
409,2,49,5.061535,1.335778,-2.557615,-12.432578,8.779271,7.132003
409,2,51,0.515491,4.760427,-1.075707,-8.87831,7.633211,7.021855
410,3,13,0.357238,6.031104,4.915717,8.005538,-3.500996,0.366103
410,3,16,3.402762,-5.405861,-3.018108,-21.581933,7.550605,6.018834
410,3,71,3.402758,0.933983,1.179264,-13.483404,5.585521,3.518165
411,1,100,3.592643,-7.286684,-6.201502,-14.63514,3.463091,5.637577
412,1,100,3.899528,-0.52262,-7.946109,-18.606621,6.047644,6.950513
413,1,100,4.522595,-5.41243,-8.543789,-12.756596,4.691121,6.354419
414,3,26,2.78739,3.063071,-4.728533,-9.596352,5.957894,7.126422
414,3,64,-0.139298,7.283334,2.982545,11.016334,-4.827002,1.802982
414,3,10,2.78739,3.063071,-4.728533,1.794736,0.604593,7.126422
415,1,100,3.858606,-0.949641,-5.14216,-17.396512,5.985266,7.127864
416,2,86,3.876982,-4.076136,-4.866864,-17.697502,4.429663,6.474814
416,2,14,1.256196,6.725302,0.080523,4.9008,-8.48113,5.578776
417,1,100,3.902251,1.093083,-4.278517,-14.380677,5.110206,8.1677
418,1,100,5.593239,-3.824224,-3.470606,-17.681879,7.557708,5.202213
419,1,100,-2.117089,5.185379,-0.421004,-6.564717,0.299975,6.182353
420,1,100,1.553596,6.152929,3.840642,7.327292,-3.838212,-0.111177
421,1,100,0.501606,6.004163,3.450302,8.839929,-6.397514,2.302122
422,2,45,0.648357,5.919931,-2.728347,2.799835,-3.03888,6.885078
422,2,55,3.353914,0.597853,-7.924332,-9.668715,5.290676,6.954201
423,3,6,1.547789,6.002876,2.116104,2.622677,-5.042039,3.78441
423,3,55,2.854701,4.201957,-1.650825,-16.958496,2.774592,8.711962
423,3,39,1.547789,6.002876,2.116104,-3.202881,-2.15641,3.78441
424,1,100,3.707739,-4.37659,-7.245652,-22.900049,2.915155,7.278933
425,2,55,3.681059,0.811792,-1.987141,-21.241847,6.941769,7.291909
425,2,45,0.58932,5.782627,2.27463,5.95253,-7.379495,4.307953
426,1,100,2.964106,-2.877673,-5.125101,-16.0341,5.305031,6.673723
427,1,100,2.553071,8.122487,4.749831,7.541999,-5.478826,3.505499
428,1,100,-1.772638,7.209476,1.671537,11.369267,-4.41602,0.110141
429,1,100,5.198234,-6.993081,-8.91172,-17.313113,3.229326,4.800473
430,1,100,2.415768,6.505852,0.916627,10.439292,-6.582083,1.37303
431,1,100,4.844036,-4.650113,-13.086054,-24.657658,5.743606,5.828438
432,1,100,0.894451,5.849983,2.932975,7.885964,-10.561128,-1.393734
433,1,100,3.976886,-2.638171,-10.815109,-14.49805,6.785395,7.223164
434,2,54,4.450907,-3.211597,-8.2332,-22.735387,8.104543,5.974681
434,2,46,0.436597,6.78617,2.590306,4.933719,-9.307921,3.40243
435,3,47,3.762521,0.686761,-3.443408,-20.150342,6.189957,3.647839
435,3,40,2.980717,3.539259,1.371406,-6.869132,-1.140433,-1.624118
435,3,13,2.980717,3.539259,1.371407,2.405243,-6.689217,-1.62412
436,2,62,3.130382,7.298884,1.590234,10.255114,-2.717825,2.124664
436,2,38,3.56612,0.639292,-3.888103,-6.566827,6.19052,7.062487
437,1,100,2.36197,3.635189,2.756638,10.086342,-4.505444,0.579038
438,2,44,-0.833928,5.45948,1.829521,10.973824,-9.455247,2.03451
438,2,56,3.576107,-1.538823,-9.186054,-15.568496,5.804644,6.902531
439,1,100,1.388339,6.244741,1.064702,2.00409,-9.669437,1.869309
440,2,76,5.378566,-4.626595,-11.912127,-23.539891,8.897074,5.485862
440,2,24,0.979757,6.20339,0.602506,7.365964,-7.433003,2.185177
441,1,100,5.303085,-5.351958,-9.283756,-17.250692,8.146902,4.617616
442,3,57,0.246136,6.84127,3.241274,9.315532,-8.662939,2.471712
442,3,37,3.948623,-3.446369,-1.430094,-13.082537,5.42529,3.157307
442,3,6,3.948623,-6.034577,-3.158242,-18.507739,6.309692,7.324437
443,1,100,4.165773,-2.299625,-5.592379,-16.590134,5.081627,4.324984
444,1,100,3.619499,2.391448,-8.811343,-13.781868,6.793194,7.460479
445,2,39,3.529456,-3.012236,-4.246802,-18.314281,4.984287,5.754159
445,2,61,0.420519,4.52829,2.67826,9.833374,-13.544093,0.028799
446,2,18,1.19828,6.363378,0.654869,6.80047,-10.430799,0.089974
446,2,82,4.042073,3.414126,0.624612,4.634087,-4.27092,0.122979
447,2,71,3.468982,5.172216,-1.26021,-13.052508,6.307936,7.564532
447,2,29,4.123765,-1.061106,-4.115682,-21.279992,7.176901,8.04108
448,1,100,0.031773,5.43467,1.512761,8.969704,-10.393968,3.074075
449,1,100,4.787552,-3.845096,-6.850638,-16.485747,3.190017,8.67549
450,1,100,3.045111,5.206678,2.857195,8.955902,-4.099503,2.438184
451,2,84,1.607875,6.363459,0.653896,7.774825,0.877724,0.248711
451,2,16,1.976192,0.221499,-4.25445,-12.162473,5.008604,6.558729
452,2,68,2.928129,8.384673,0.329964,7.397659,-2.582495,3.608365
452,2,32,4.491682,0.622391,-6.756973,-20.32152,7.283996,6.151286
453,1,100,4.135959,-4.67915,-7.176988,-20.349953,6.772365,6.668713
454,2,43,3.545544,4.555408,0.652443,1.933915,-0.545077,6.734708
